date,open,high,low,close,movement
2015-06-21,0.9183,0.92232,0.916,0.91811,up
2015-06-22,0.92171,0.93856,0.9212,0.92119,up
2015-06-23,0.9334,0.9366,0.9283,0.9335,down
2015-06-24,0.9335,0.9412,0.9326,0.9335,up
2015-06-25,0.9365,0.93715,0.93033,0.93653,up
2015-06-28,0.94006,0.94226,0.92689,0.9405,down
2015-06-29,0.9258,0.938,0.9256,0.9259,up
2015-06-30,0.93514,0.9459,0.93409,0.9347,up
2015-07-01,0.9486,0.9502,0.942,0.94874,down
2015-07-02,0.9436,0.9439,0.9398,0.9434,up
2015-07-05,0.944,0.94706,0.9414,0.9441,down
2015-07-06,0.94302,0.9509,0.9426,0.94293,up
2015-07-07,0.94655,0.95082,0.9408,0.94656,down
2015-07-08,0.94563,0.9513,0.9427,0.9456,up
2015-07-09,0.94769,0.94769,0.93342,0.9479,down
2015-07-12,0.9399,0.9498,0.937,0.94003,up
2015-07-13,0.9508,0.95313,0.94065,0.9504,down
2015-07-14,0.9449,0.95455,0.9447,0.94487,up
2015-07-15,0.9527,0.9582,0.9523,0.9522,up
2015-07-16,0.95735,0.96158,0.95558,0.9571,up
2015-07-19,0.96243,0.96439,0.96,0.9622,up
2015-07-20,0.96352,0.9648,0.95604,0.9634,down
2015-07-21,0.9579,0.96298,0.95635,0.958,up
2015-07-22,0.9597,0.96014,0.9525,0.9597,down
2015-07-23,0.9593,0.96241,0.95761,0.9593,up
2015-07-26,0.9624,0.96254,0.9531,0.9625,down
2015-07-27,0.962,0.96711,0.9604,0.962,down
2015-07-28,0.96151,0.9653,0.95989,0.96163,up
2015-07-29,0.9674,0.97168,0.9674,0.96737,up
2015-07-30,0.9683,0.96832,0.9548,0.9683,down
2015-08-02,0.9671,0.9689,0.96469,0.9671,up
2015-08-03,0.96917,0.9743,0.9668,0.9692,up
2015-08-04,0.9781,0.98208,0.97665,0.9779,up
2015-08-05,0.97902,0.98457,0.97711,0.97904,up
2015-08-06,0.98103,0.988,0.98,0.98099,up
2015-08-09,0.98387,0.98887,0.98028,0.9834,up
2015-08-10,0.98359,0.9869,0.9802,0.9836,up
2015-08-11,0.98794,0.98854,0.9681,0.98816,down
2015-08-12,0.9753,0.9793,0.973,0.9753,up
2015-08-13,0.9754,0.9784,0.9726,0.9754,up
2015-08-16,0.977,0.97941,0.9744,0.9771,up
2015-08-17,0.9782,0.97948,0.9751,0.9782,down
2015-08-18,0.9775,0.9775,0.9696,0.9774,down
2015-08-19,0.9654,0.9669,0.9595,0.9657,down
2015-08-20,0.959,0.9593,0.94817,0.9591,down
2015-08-23,0.9473,0.94764,0.9259,0.9473,down
2015-08-24,0.9328,0.95022,0.93171,0.9325,up
2015-08-25,0.9387,0.94805,0.93848,0.9391,up
2015-08-26,0.95187,0.96313,0.9513,0.9519,up
2015-08-27,0.9653,0.9665,0.9579,0.9653,down
2015-08-30,0.961,0.96886,0.95847,0.9611,up
2015-08-31,0.965,0.965,0.9571,0.9651,down
2015-09-01,0.9601,0.9699,0.9598,0.96,up
2015-09-02,0.97,0.97692,0.9683,0.9698,up
2015-09-03,0.9738,0.9769,0.96866,0.9738,down
2015-09-06,0.9717,0.9763,0.9706,0.9719,up
2015-09-07,0.97581,0.97893,0.9698,0.9755,up
2015-09-08,0.9779,0.9822,0.9723,0.9778,down
2015-09-09,0.9749,0.9788,0.9702,0.9751,down
2015-09-10,0.9732,0.9793,0.9707,0.9732,down
2015-09-13,0.9689,0.97182,0.9665,0.969,down
2015-09-14,0.96826,0.97556,0.9669,0.9682,up
2015-09-15,0.974,0.97621,0.96668,0.97411,down
2015-09-16,0.97022,0.9718,0.96654,0.9701,down
2015-09-17,0.96201,0.9621,0.9527,0.96207,up
2015-09-20,0.9692,0.9737,0.96445,0.9693,up
2015-09-21,0.9719,0.9752,0.9707,0.9718,up
2015-09-22,0.97529,0.97996,0.9734,0.9754,up
2015-09-23,0.9792,0.9803,0.9665,0.9791,down
2015-09-24,0.9781,0.98384,0.9746,0.978,up
2015-09-27,0.9793,0.98148,0.97248,0.9793,down
2015-09-28,0.9744,0.9744,0.96869,0.9747,down
2015-09-29,0.9709,0.97748,0.9707,0.971,up
2015-09-30,0.97407,0.97862,0.97243,0.9741,up
2015-10-01,0.97628,0.97932,0.96451,0.9762,down
2015-10-04,0.9713,0.97589,0.9691,0.9711,up
2015-10-05,0.97547,0.97655,0.96707,0.9754,down
2015-10-06,0.9671,0.97301,0.96479,0.96746,up
2015-10-07,0.9731,0.97319,0.9658,0.9733,down
2015-10-08,0.96617,0.9675,0.9588,0.9662,down
2015-10-11,0.9612,0.9623,0.95951,0.961,up
2015-10-12,0.9626,0.96452,0.95534,0.9627,down
2015-10-13,0.9582,0.95832,0.9515,0.9583,down
2015-10-14,0.9495,0.95501,0.9478,0.9494,up
2015-10-15,0.9513,0.9553,0.9499,0.9513,up
2015-10-18,0.9529,0.9577,0.9522,0.95303,up
2015-10-19,0.95625,0.9566,0.9493,0.95627,down
2015-10-20,0.9559,0.96073,0.95282,0.95604,up
2015-10-21,0.95917,0.97197,0.95813,0.95912,up
2015-10-22,0.9736,0.9792,0.97142,0.9735,up
2015-10-25,0.97861,0.98368,0.97565,0.9786,up
2015-10-26,0.98261,0.98561,0.98036,0.98244,up
2015-10-27,0.98712,0.98712,0.98253,0.987,up
2015-10-28,0.9938,0.9956,0.9885,0.9936,down
2015-10-29,0.98915,0.9908,0.9851,0.9887,down
2015-11-01,0.9862,0.98864,0.9845,0.98628,up
2015-11-02,0.98711,0.99211,0.9843,0.98698,up
2015-11-03,0.99101,0.99483,0.9886,0.991,up
2015-11-04,0.9931,0.9977,0.992,0.9929,up
2015-11-05,0.99521,1.0065,0.99445,0.99515,up
2015-11-08,1.0056,1.0061,0.99976,1.0054,down
2015-11-09,1.0029,1.0085,1.0023,1.00308,up
2015-11-10,1.00517,1.00716,1.0027,1.00521,down
2015-11-11,1.00335,1.00816,0.99959,1.00353,down
2015-11-12,1.00058,1.0081,1.0003,1.00036,up
2015-11-15,1.00787,1.00817,1.0044,1.008,up
2015-11-16,1.00946,1.0156,1.0091,1.00945,up
2015-11-17,1.01425,1.01891,1.0126,1.0142,up
2015-11-18,1.0187,1.02,1.01426,1.0189,down
2015-11-19,1.0134,1.0175,1.0118,1.01346,up
2015-11-22,1.0195,1.0223,1.0174,1.01949,down
2015-11-23,1.01827,1.01927,1.0157,1.01818,down
2015-11-24,1.0171,1.02506,1.0143,1.017,up
2015-11-25,1.02181,1.02469,1.0213,1.0217,up
2015-11-26,1.02357,1.03267,1.0225,1.02363,up
2015-11-29,1.0302,1.03191,1.02786,1.0302,down
2015-11-30,1.0288,1.02951,1.0255,1.0289,down
2015-12-01,1.02628,1.03064,1.0247,1.0262,down
2015-12-02,1.01863,1.02524,1.00113,1.01836,down
2015-12-03,0.99365,1.0032,0.99137,0.9937,up
2015-12-06,0.99683,1.00296,0.99645,0.9968,up
2015-12-07,1.00057,1.00097,0.9923,1.0004,down
2015-12-08,0.99287,0.9943,0.98571,0.9928,down
2015-12-09,0.98336,0.99053,0.983,0.9833,up
2015-12-10,0.9883,0.98969,0.9804,0.988,down
2015-12-13,0.98415,0.98677,0.97932,0.9838,up
2015-12-14,0.98553,0.9904,0.97989,0.9855,up
2015-12-15,0.9906,0.99161,0.9849,0.99069,up
2015-12-16,0.99252,0.99769,0.9913,0.99266,up
2015-12-17,0.99458,0.99715,0.99262,0.9944,down
2015-12-20,0.99182,0.9968,0.99032,0.99182,up
2015-12-21,0.9927,0.99362,0.98703,0.9927,down
2015-12-22,0.9879,0.99348,0.9874,0.9878,up
2015-12-23,0.9905,0.9905,0.9852,0.9905,down
2015-12-24,0.9852,0.98816,0.98513,0.98625,up
2015-12-27,0.987,0.99005,0.98542,0.98678,up
2015-12-28,0.98798,0.99413,0.9859,0.98794,up
2015-12-29,0.9922,0.99262,0.9886,0.99221,down
2015-12-30,0.988,1.00082,0.9871,0.988,up
2015-12-31,1.00136,1.0014,1.00136,1.00136,down
2016-01-03,0.9994,1.00553,0.99253,0.9995,up
2016-01-04,1.00256,1.0122,1.0004,1.00242,up
2016-01-05,1.0085,1.0119,1.0072,1.0084,down
2016-01-06,1.0073,1.00743,0.99944,1.00739,down
2016-01-07,0.99377,1.00435,0.9934,0.9937,down
2016-01-10,0.9922,1.00197,0.9922,0.9921,up
2016-01-11,1.00165,1.00384,0.9966,1.0015,up
2016-01-12,1.0029,1.01057,1.0024,1.0029,up
2016-01-13,1.006,1.00894,1.001,1.006,down
2016-01-14,1.0052,1.0057,0.99594,1.0052,down
2016-01-17,1.00182,1.00721,1.0011,1.0017,up
2016-01-18,1.005,1.008,1.00247,1.005,down
2016-01-19,1.0032,1.00354,0.99918,1.0032,up
2016-01-20,1.0059,1.0138,1.0013,1.00557,up
2016-01-21,1.0078,1.01536,1.0068,1.0079,up
2016-01-24,1.01628,1.01628,1.0125,1.01612,down
2016-01-25,1.0122,1.01862,1.0117,1.0124,up
2016-01-26,1.01696,1.01811,1.0131,1.01724,down
2016-01-27,1.0143,1.0177,1.0112,1.0143,down
2016-01-28,1.0139,1.02538,1.0133,1.0138,up
2016-01-31,1.0243,1.0243,1.01579,1.0245,down
2016-02-01,1.01959,1.0222,1.01705,1.0195,down
2016-02-02,1.01873,1.01931,1.00572,1.01869,down
2016-02-03,1.0052,1.0073,0.994,1.0052,down
2016-02-04,0.9932,0.99837,0.98948,0.99339,down
2016-02-07,0.9927,0.99709,0.9893,0.9928,down
2016-02-08,0.98722,0.98722,0.96954,0.9871,down
2016-02-09,0.9729,0.98141,0.971,0.9729,up
2016-02-10,0.97339,0.9748,0.96624,0.9734,down
2016-02-11,0.97231,0.97822,0.9714,0.9723,up
2016-02-14,0.978,0.98881,0.9772,0.9782,up
2016-02-15,0.98592,0.98935,0.9846,0.9857,up
2016-02-16,0.98836,0.99411,0.9852,0.9883,up
2016-02-17,0.99263,0.99666,0.9903,0.9925,up
2016-02-18,0.99315,0.9966,0.99018,0.99309,down
2016-02-21,0.99061,0.99974,0.99038,0.99062,up
2016-02-22,1.00004,1.00004,0.98981,0.9995,down
2016-02-23,0.9912,0.9951,0.9863,0.991,down
2016-02-24,0.98922,0.99474,0.98777,0.9891,up
2016-02-25,0.9901,0.99852,0.987,0.99,up
2016-02-28,0.9966,1.00367,0.9951,0.9967,up
2016-02-29,0.99791,1.00077,0.9967,0.9977,down
2016-03-01,0.99655,1.00064,0.9955,0.9966,down
2016-03-02,0.9964,0.9981,0.99058,0.9964,down
2016-03-03,0.99243,0.9981,0.98802,0.9923,up
2016-03-06,0.9942,1.0012,0.9927,0.9939,up
2016-03-07,0.9957,0.9957,0.99013,0.9953,up
2016-03-08,0.9963,1.00321,0.99555,0.99641,up
2016-03-09,0.9981,1.00911,0.98573,0.9982,down
2016-03-10,0.9845,0.98881,0.9822,0.9845,down
2016-03-13,0.98275,0.988,0.9824,0.9827,up
2016-03-14,0.9869,0.98948,0.985,0.98702,up
2016-03-15,0.9871,0.99124,0.9865,0.987,down
2016-03-16,0.9779,0.97842,0.9652,0.97793,down
2016-03-17,0.96718,0.97168,0.9653,0.96705,up
2016-03-20,0.96976,0.9729,0.9675,0.96933,up
2016-03-21,0.97072,0.97266,0.9688,0.97074,up
2016-03-22,0.9728,0.97635,0.9725,0.9728,up
2016-03-23,0.9754,0.97725,0.9737,0.9753,up
2016-03-24,0.97599,0.97848,0.97573,0.97599,up
2016-03-27,0.9785,0.9785,0.9721,0.9783,down
2016-03-28,0.97353,0.9759,0.97229,0.97345,down
2016-03-29,0.96641,0.9668,0.95929,0.9664,down
2016-03-30,0.96503,0.96616,0.9574,0.96495,down
2016-03-31,0.96123,0.96235,0.95653,0.961,down
2016-04-03,0.9586,0.9614,0.9572,0.9586,up
2016-04-04,0.959,0.96012,0.9552,0.9588,down
2016-04-05,0.9566,0.96202,0.95328,0.95641,down
2016-04-06,0.95573,0.95803,0.9521,0.95551,up
2016-04-07,0.9564,0.95813,0.9525,0.9561,down
2016-04-10,0.9534,0.95694,0.95024,0.95335,up
2016-04-11,0.9541,0.95913,0.9498,0.95406,up
2016-04-12,0.9553,0.96581,0.9548,0.9553,up
2016-04-13,0.9665,0.96865,0.9638,0.9665,down
2016-04-14,0.9663,0.96871,0.9648,0.9663,down
2016-04-17,0.9663,0.96769,0.963,0.9663,down
2016-04-18,0.96457,0.9649,0.95875,0.96455,down
2016-04-19,0.9618,0.96738,0.96023,0.96185,up
2016-04-20,0.9711,0.97415,0.96465,0.9712,up
2016-04-21,0.9747,0.97773,0.9731,0.97463,up
2016-04-24,0.97835,0.97835,0.9737,0.97825,down
2016-04-25,0.975,0.97631,0.97015,0.9749,down
2016-04-26,0.9737,0.97418,0.9709,0.9736,down
2016-04-27,0.9709,0.9731,0.96578,0.97082,down
2016-04-28,0.9661,0.96646,0.9569,0.9662,down
2016-05-01,0.9587,0.96041,0.9544,0.9587,down
2016-05-02,0.95527,0.95527,0.9443,0.9552,down
2016-05-03,0.9537,0.95878,0.9534,0.9538,up
2016-05-04,0.957,0.96853,0.9568,0.95699,up
2016-05-05,0.9681,0.97191,0.9657,0.96787,up
2016-05-08,0.97278,0.97354,0.9683,0.9725,down
2016-05-09,0.971,0.9754,0.9698,0.97113,up
2016-05-10,0.97532,0.9755,0.96989,0.9752,down
2016-05-11,0.9709,0.97252,0.96634,0.9707,up
2016-05-12,0.9709,0.9772,0.97,0.97096,up
2016-05-15,0.9755,0.9772,0.9747,0.97564,up
2016-05-16,0.97806,0.98017,0.975,0.978,up
2016-05-17,0.98029,0.9842,0.9798,0.98,up
2016-05-18,0.98792,0.99211,0.9863,0.9878,up
2016-05-19,0.99083,0.99246,0.9899,0.9903,up
2016-05-22,0.99112,0.99225,0.9882,0.99101,down
2016-05-23,0.9895,0.99369,0.9892,0.9897,up
2016-05-24,0.99329,0.99329,0.9898,0.9931,down
2016-05-25,0.9911,0.99213,0.9872,0.991,down
2016-05-26,0.98919,0.99291,0.9884,0.9892,up
2016-05-29,0.99471,0.99548,0.9918,0.99467,down
2016-05-30,0.9915,0.99465,0.9888,0.9913,up
2016-05-31,0.99301,0.9949,0.9862,0.99308,down
2016-06-01,0.9881,0.99061,0.9858,0.9885,up
2016-06-02,0.9905,0.99193,0.97564,0.99037,down
2016-06-05,0.97608,0.9775,0.97099,0.97622,down
2016-06-06,0.96997,0.97131,0.96461,0.97024,down
2016-06-07,0.96528,0.96578,0.9582,0.9651,down
2016-06-08,0.9583,0.9653,0.9576,0.9583,up
2016-06-09,0.9644,0.96534,0.96191,0.96442,up
2016-06-12,0.9645,0.96771,0.96322,0.9644,down
2016-06-13,0.9628,0.96668,0.9626,0.96256,up
2016-06-14,0.9635,0.96614,0.9613,0.9633,down
2016-06-15,0.9611,0.96856,0.95705,0.9608,up
2016-06-16,0.96479,0.96545,0.9604,0.96499,down
2016-06-19,0.9596,0.96219,0.95758,0.9598,up
2016-06-20,0.9618,0.9621,0.9574,0.9614,up
2016-06-21,0.962,0.96267,0.9552,0.9619,down
2016-06-22,0.95949,0.96006,0.95217,0.9596,up
2016-06-23,0.96173,0.97936,0.95939,0.96175,up
2016-06-26,0.97282,0.98102,0.9718,0.9726,up
2016-06-27,0.9784,0.98285,0.9762,0.97855,up
2016-06-28,0.98041,0.98226,0.978,0.9804,down
2016-06-29,0.97951,0.98185,0.9731,0.97927,down
2016-06-30,0.9763,0.97785,0.9712,0.97624,down
2016-07-03,0.9743,0.9757,0.97096,0.9744,down
2016-07-04,0.97093,0.9768,0.96906,0.97096,up
2016-07-05,0.9769,0.98043,0.97522,0.9769,down
2016-07-06,0.97497,0.97818,0.9739,0.9748,up
2016-07-07,0.9785,0.9863,0.9768,0.9787,up
2016-07-10,0.98318,0.98567,0.9812,0.983,down
2016-07-11,0.98256,0.98796,0.97963,0.98267,up
2016-07-12,0.98902,0.9893,0.98257,0.98906,down
2016-07-13,0.98441,0.98455,0.9765,0.9843,down
2016-07-14,0.98149,0.98457,0.9781,0.98137,up
2016-07-17,0.98369,0.98457,0.98194,0.9838,down
2016-07-18,0.98282,0.98753,0.98151,0.98271,up
2016-07-19,0.98599,0.99036,0.985,0.98602,up
2016-07-20,0.98643,0.99045,0.9841,0.98634,down
2016-07-21,0.9849,0.98906,0.98414,0.98494,up
2016-07-24,0.98816,0.98945,0.98477,0.98814,down
2016-07-25,0.98594,0.99265,0.9834,0.9859,up
2016-07-26,0.99214,0.99457,0.99075,0.992,down
2016-07-27,0.98459,0.98637,0.97942,0.98468,down
2016-07-28,0.97969,0.98002,0.96402,0.97953,down
2016-07-31,0.96953,0.97013,0.96625,0.96944,down
2016-08-01,0.96822,0.96837,0.9633,0.96816,down
2016-08-02,0.96487,0.97204,0.96487,0.96488,up
2016-08-03,0.97279,0.97493,0.972,0.97269,up
2016-08-04,0.97374,0.98289,0.97264,0.97378,up
2016-08-07,0.98045,0.98411,0.9786,0.98048,up
2016-08-08,0.9828,0.98431,0.98174,0.9828,down
2016-08-09,0.98151,0.98151,0.97519,0.98141,down
2016-08-10,0.97376,0.97648,0.971,0.97378,up
2016-08-11,0.97493,0.97652,0.97099,0.97495,down
2016-08-14,0.9747,0.97586,0.9711,0.97462,down
2016-08-15,0.97308,0.9733,0.95905,0.97293,down
2016-08-16,0.96168,0.96414,0.9607,0.96164,down
2016-08-17,0.96155,0.96172,0.9569,0.96141,down
2016-08-18,0.9545,0.96028,0.9545,0.9545,up
2016-08-21,0.96173,0.96464,0.96112,0.96185,up
2016-08-22,0.96322,0.96322,0.9593,0.96243,up
2016-08-23,0.96358,0.96821,0.96257,0.96339,up
2016-08-24,0.96734,0.96867,0.96409,0.9672,down
2016-08-25,0.96717,0.97275,0.9632,0.96699,up
2016-08-28,0.97814,0.98053,0.9763,0.97774,up
2016-08-29,0.97791,0.98312,0.9778,0.97773,up
2016-08-30,0.98303,0.98582,0.98183,0.98309,up
2016-08-31,0.98362,0.98805,0.97857,0.98357,down
2016-09-01,0.97987,0.9818,0.97427,0.9796,up
2016-09-04,0.98008,0.98119,0.9772,0.98,down
2016-09-05,0.98,0.981,0.97128,0.98004,down
2016-09-06,0.97,0.9709,0.9673,0.97001,down
2016-09-07,0.96972,0.9728,0.96525,0.96972,up
2016-09-08,0.97182,0.97802,0.97095,0.97186,up
2016-09-11,0.97479,0.97616,0.97258,0.97482,down
2016-09-12,0.9712,0.97438,0.9706,0.97138,up
2016-09-13,0.97679,0.97885,0.9708,0.97686,down
2016-09-14,0.97325,0.97665,0.97009,0.97329,down
2016-09-15,0.9712,0.98006,0.97118,0.97123,up
2016-09-18,0.97968,0.98168,0.9781,0.97965,up
2016-09-19,0.98017,0.98094,0.97615,0.98004,down
2016-09-20,0.979,0.98128,0.9753,0.979,down
2016-09-21,0.97344,0.9741,0.966,0.97323,down
2016-09-22,0.9691,0.97408,0.9687,0.9689,up
2016-09-25,0.96929,0.97082,0.966,0.96923,down
2016-09-26,0.96899,0.9727,0.9664,0.96902,up
2016-09-27,0.97055,0.97355,0.96918,0.97057,down
2016-09-28,0.97056,0.97213,0.96497,0.9705,down
2016-09-29,0.96607,0.97509,0.96477,0.9661,up
2016-10-02,0.97199,0.97396,0.97029,0.97209,up
2016-10-03,0.9738,0.98277,0.9737,0.97374,up
2016-10-04,0.97842,0.97888,0.97566,0.97834,down
2016-10-05,0.97412,0.98094,0.9736,0.974,up
2016-10-06,0.98048,0.98335,0.97704,0.98066,down
2016-10-09,0.9777,0.98378,0.97718,0.97769,up
2016-10-10,0.98209,0.98825,0.98209,0.98215,up
2016-10-11,0.98811,0.9909,0.9876,0.9879,up
2016-10-12,0.99018,0.99091,0.98651,0.99,down
2016-10-13,0.98665,0.99008,0.9855,0.98664,up
2016-10-16,0.9903,0.99062,0.9875,0.99038,down
2016-10-17,0.9881,0.99138,0.9865,0.98789,up
2016-10-18,0.99039,0.99041,0.9875,0.99006,down
2016-10-19,0.98926,0.99292,0.98542,0.98908,up
2016-10-20,0.9924,0.99604,0.9924,0.9924,up
2016-10-23,0.99417,0.9955,0.9914,0.99421,down
2016-10-24,0.99392,0.99963,0.9931,0.9939,up
2016-10-25,0.9945,0.99578,0.9902,0.99459,down
2016-10-26,0.9933,0.99462,0.9911,0.9933,up
2016-10-27,0.9937,0.99491,0.99159,0.99378,down
2016-10-30,0.9875,0.9907,0.9871,0.98739,up
2016-10-31,0.9892,0.98978,0.97877,0.9892,down
2016-11-01,0.97511,0.97528,0.96969,0.975,down
2016-11-02,0.97311,0.97581,0.96958,0.97304,up
2016-11-03,0.97443,0.97575,0.96821,0.9742,up
2016-11-06,0.97455,0.97881,0.9728,0.97434,down
2016-11-07,0.97401,0.97706,0.97344,0.974,up
2016-11-08,0.9794,0.98414,0.955,0.97946,up
